Plot,AGB_tC_ha,BGB_tC_ha,Saplings_tC_ha,Litter_tC_ha,Standing_Dead_tC_ha,Lying_Dead_tC_ha,Soil_tC_ha
216.5,216.4877221,50.87461469,3.501408748,0,0,8.902256099,
103,102.9827168,24.20093846,3.939084842,0,3.425275563,41.63559668,
229.7,229.679304,53.97463643,1.750704374,3.075007259,5.54238496,29.13183003,
294.1,294.093393,69.11194736,0.875352187,0,0,25.106824,
187.5,187.4998337,44.06246091,3.939084842,0,0,0,
269.9,269.9294574,63.4334225,0.437676094,0,0,32.66255208,
205.4,205.3512607,48.25754628,2.626056561,4.37255,4.485990115,1.576610085,
186.2,186.1717307,43.75035673,3.063732655,0,0,6.276859287,
251.8,251.7705111,59.16607011,2.188380468,0,0.162199074,0,
262.4,262.3999102,61.66397891,3.939084842,0,5.942268282,3.716227436,
164.5,164.5263096,38.66368276,0.437676094,4.169168269,33.46732634,35.46475484,
265.7,265.6505492,62.42787907,2.188380468,0,0,17.95449132,
183.8,183.810039,43.19535915,3.501408748,0,1.946326531,21.64054429,
268.7,268.7341527,63.15252588,4.376760935,0,0,5.829925972,
306.6,306.5583973,72.04122337,7.878169683,3.819770729,2.118248299,7.65852618,
271.4,271.4436795,63.78926469,2.626056561,0,0,20.62821959,
266.8,266.8155176,62.70164665,2.188380468,0,0,2.052246678,
234.3,234.3212705,55.06549856,2.626056561,0,0,0.448681469,
270.3,270.3217203,63.52560427,3.501408748,3.518944159,0.668148148,22.66094172,
309.8,309.8134511,72.80616102,4.814437029,0,5.994140625,13.81154537,
190.3,190.3255915,44.72651399,5.689789216,0,5.074372959,10.66097457,
287.2,287.1692674,67.48477785,6.565141403,0,0,2.755701498,
158.7,158.6925814,37.29275662,4.814437029,4.096570513,0,3.310080261,
276.4,276.4301898,64.96109461,3.063732655,0,0,15.47806632,
124.3,124.3201275,29.21522997,0.437676094,0,8.114982639,18.6810916,
343.6,343.6053495,80.74725714,4.814437029,0,0.596067593,15.77567437,
246.2,246.1604831,57.84771353,4.376760935,3.915406,24.09627955,3.599254118,
252.9,252.9258578,59.43757659,6.127465309,0,0,0,
121.1,121.0752076,28.45267379,2.188380468,0,0,33.98136501,
449.5,449.4678506,105.6249449,1.750704374,0,14.1815389,7.624192294,
232.1,232.1120353,54.54632829,3.939084842,3.020579262,1.62962963,1.878214709,
131.8,131.7786135,30.96797417,0.437676094,0,3.64835625,1.792956132,
59.7,59.74543692,12.24781457,0.875352187,0,0,2.823860369,
128.1,128.0619587,30.09456029,0.875352187,0,0,6.570596602,
127.7,127.6949938,30.00832353,3.939084842,1.712481399,0.730761054,58.22469486,
338.3,338.3147269,79.50396082,1.750704374,0,2.564947917,0.711721847,
134.2,134.1871186,31.53397288,2.626056561,0,3.394993091,11.85860727,
192.8,192.8071409,45.30967811,3.939084842,0,4.021096535,4.41561783,
279.5,279.468799,65.67516777,5.252113122,3.551895455,0,3.373800894,
353.9,353.9120849,83.16933996,9.628874057,0,3.439367207,0,
229.7,229.6610424,53.97034495,6.565141403,0,0,4.965096334,
206.5,206.5354974,48.53584188,4.376760935,0,0,2.325399083,
268.7,268.653141,63.13348813,4.814437029,3.486964478,0,2.143082199,
114.7,114.6938546,26.95305582,4.814437029,0,1.565096296,17.16375095,
293.5,293.5476657,68.98370144,2.626056561,0,3.017106481,9.104680451,
211.8,211.8091755,49.77515623,4.376760935,0,2.695,7.58313844,
235,234.9810714,55.22055177,3.501408748,4.463064516,19.06365721,14.27454764,
61.5,61.45899066,12.59909308,0.437676094,0,1.4210625,12.25692291,
183.4,183.3666926,43.09117275,3.939084842,0,0.608227041,30.47265033,
95.8,95.83332454,22.52083127,0.437676094,0,0,7.792947724,
210.4,210.4075414,49.44577222,3.501408748,2.568172414,0,3.849145716,
172.3,172.2803598,40.48588456,0.875352187,0,0,2.524688602,
98.1,98.1437717,23.06378635,3.939084842,0,0.385127315,0,
170,169.977987,39.94482696,1.313028281,0,2.496279762,13.64184123,
424.8,424.8071053,99.82966974,3.501408748,3.240134409,0,2.593930046,
231.4,231.3692877,54.3717826,3.939084842,0,3.196573693,9.559772845,
186.6,186.5603005,43.84167062,3.939084842,0,2.152447917,0,
234.1,234.1111766,55.01612651,2.188380468,0,1.301660479,7.004314517,
209.5,209.4610786,49.22335346,4.376760935,3.566600543,3.234,3.478630281,
94.2,94.15160218,22.12562651,0,0,0,3.114341332,
139.2,139.1956002,32.71096605,3.939084842,0,0,2.215282056,
193.2,193.2197571,45.40664293,3.063732655,0,4.2060425,2.215282056,
81,80.97998699,19.03029694,0.875352187,3.484944853,2.244897959,2.653242667,
204.5,204.5449927,48.06807329,1.750704374,0,1.7345625,0,
156.3,156.2508999,36.71896147,1.750704374,0,14.61428605,1.366434392,
46.6,46.62562422,9.558252966,2.188380468,0,10.27932304,0,
250.4,250.3550424,58.83343497,10.06655015,2.566430357,10.44057929,1.639745945,
152.7,152.7306133,35.89169414,3.501408748,0,0.091984954,1.303330609,
182.2,182.182554,42.81290019,3.063732655,0,0,1.826074206,
180.4,180.3648869,42.38574842,6.127465309,0,1.879453125,8.344833796,
58.4,58.39003618,11.96995742,1.313028281,1.775454545,19.50347762,0,
108.9,108.9307559,25.59872765,2.188380468,0,2.028645397,0,
169,168.9849151,39.71145504,0.437676094,0,0,1.111116979,
40.2,40.22180057,8.245469117,0,0,1.70362924,2.152175188,
416.9,416.8665517,97.96363966,2.188380468,3.741431386,0,9.5656687,
281.2,281.1685455,66.0746082,3.939084842,0,0,11.78734873,
157.3,157.3429692,36.97559776,3.501408748,0,2.35271542,0,
290.9,290.8704,68.35454401,4.814437029,0,0,0,
121.2,121.1729938,28.47565354,1.750704374,1.970682143,6.678725116,1.199558504,
129.7,129.6734608,30.47326328,0.437676094,0,0,4.26058485,
58.9,58.86930503,12.06820753,0.437676094,0,0,3.245564508,
141.7,141.6617072,33.29050119,1.750704374,0,13.62657486,1.342606083,
258.8,258.8070697,60.81966137,0.875352187,3.702339623,3.63,3.594704231,
201.2,201.2167457,47.28593524,2.626056561,0,10.21747183,0,
195.7,195.6951179,45.98835271,4.376760935,0,0.864753401,0,
239.9,239.9329161,56.38423529,3.063732655,0,0.605076389,1.272623802,
